iter	RMSE
0	0.3908198272
1	0.380359544
2	0.3707111832
3	0.3610923934
4	0.3517429446
5	0.3427577313
6	0.3347116635
7	0.3270132713
8	0.3148710187
9	0.307457143
10	0.3001991321
11	0.2928636776
12	0.285906251
13	0.2795933104
14	0.2737713559
15	0.2688135382
16	0.2633427615
17	0.2581463154
18	0.2531165294
19	0.2479455009
20	0.2430458153
21	0.2385055392
22	0.2338909115
23	0.2293273481
24	0.2253933228
25	0.2211316418
26	0.2177278006
27	0.2136828345
28	0.2101118364
29	0.2069321
30	0.2034738775
31	0.2010267191
32	0.1981696424
33	0.1954101297
34	0.192300637
35	0.1895065945
36	0.1866875827
37	0.184425956
38	0.1822128006
39	0.1794843035
40	0.40	0.17715241	0.41	0.17513842	0.42	0.17285043	0.43	0.17087244	0.44	0.16911345	0.1674514539
46	0.1653593368
47	0.1635616905
48	0.162062126
49	0.1605219485
50	0.1587574404551	0.51	0.15756552	0.52	0.15595353	0.53	0.15465454	0.1533455435555	0.55	0.15185656	0.56	0.15085757	0.1492507305858	0.1482116725959	0.1470407376060	0.1458274796161	0.1446066766262	0.1435819586363	0.1426433598
64	0.1416227606
65	0.1405843714
66	0.1396984906
67	0.1385734353
68	0.1372605047
69	0.1365133404
70	0.1357026317
71	0.1346049085
72	0.133656131
73	0.132805734
74	0.1321802386
75	0.1315071757
76	0.1305842236
77	0.1299441794
78	0.1291477341
79	0.128549967
80	0.1278466478
81	0.1271548
82	0.1264437886
83	0.1258234819
84	0.1253293354
85	0.1246866181
86	0.1241202527
87	0.1235966457
88	0.1231006336
89	0.1224663902
90	0.1218069101
91	0.1214470233
92	0.1210062352
93	0.1205118317
94	0.1199326951
95	0.1194549765
96	0.1190120373
97	0.1186065559
98	0.1181101738999	0.11771921
100	0.1172249449
101	0.1166232816
102	0.116117367
103	0.1155463557
104	0.1152329165
105	0.1147418311
106	0.1144067969
107	0.1139434432
108	0.1134756543
109	0.1130644153
110	0.1124197068
111	0.112268081
112	0.1118245766
113	0.1113979686
114	0.1110274005
115	0.1106260759
116	0.1101653828
117	0.1098690754
118	0.1096167736
119	0.1092887634
120	0.1090623541
121	0.108661536
122	0.1082908371
123	0.107855581
124	0.1076407701
125	0.1074008463
126	0.1070361215
127	0.1066752785
128	0.1062598085
12129	0.10511173713130	0.1048515581131	0.10451070891132	0.10423682013133	0.10385540213134	0.10360313413135	0.10329384813136	0.10304455213137	0.10278205613138	0.10253383713139	0.10228713814140	0.10199402514141	0.1018532811142	0.10156647143143	0.10144041144144	0.10128142145145	0.10106117146146	0.10086704147147	0.10064999148148	0.10032359149149	0.10029360150150	0.10007484151151	0.09988952152	152	0.0996893153	0153	0.0993635154	154	0.09914264155	155	0.09893916156	156	0.09884815157157	0.098633114158158	0.098467548159159	0.098397112160160	0.098179208161161	0.098113092162162	0.097925797163163	0.09779190164	164	0.09771475165	0.09699262357
166	166	0.09735343167	167	0.09712210168	168	0.09698187169	169	0.09676459170	170	0.09651426171	171	0.09643017172	172	0.09635537173	173	0.09623829174	174	0.0960456175	0175	0.095886176	0.176	0.09581177	0.177	0.095699178	0.178	0.095443179	0.179	0.095270180	0180	0.0951304181	0181	0.0949919182	182	0.09480804183	183	0.09460624184	184	0.09445838185	185	0.09414300186	186	0.09396185187	187	0.09375475188	188	0.09369637189	189	0.09358071190	190	0.09348749191	191	0.09328313192	192	0.09306537193	193	0.09290117194	194	0.09285478195	195	0.09273194196	196	0.09255212197	197	0.09232971198	198	0.09215227199	199	0.09201152200	200	0.09194745201	201	0.09182018202	202	0.09156471203	203	0.09149779204	204	0.09129686205	205	0.09106682206	206	0.09099450207	207	0.09080049208	208	0.09073653209	209	0.09070597210	210	0.09054394211	211	0.0904527212	0212	0.0904130213	0213	0.0902383214	0214	0.0901471215	0215	0.0899357216	0216	0.0897520217	0217	0.0896983218	0218	0.0895301219	219	0.08932779220	220	0.08923798221	221	0.08914956222	222	0.08891537223	223	0.08885891224	224	0.08871514225225	0.088662911226226	0.08851395222227	0.088314271422228	0.08825442702
229	0.08821231164
230	0.08801242036
231	0.08773381008
232	0.08761233503
233	0.08743031794
234	0.08725025052
235	0.08703143535
236	0.0868464181
237	0.08678005021
238	0.08655988165
239	0.08642377777
240	0.08623303632
241	0.08617183529
242	0.08609305688
243	0.08587479393
244	0.08580456287
245	0.08568860731
246	0.08553769245
247	0.08536956028
248	0.08520469487
249	0.08507353479
250	0.08488760918
251	0.084732146
252	0.08457516295
253	0.08441073033
254	0.08423999879
255	0.08418296768
256	0.08407218722
257	0.08394849438
258	0.08390549768
259	0.08366051391
260	0.08347619357
261	0.08333148912
262	0.08315641728
263	0.08301781751
264	0.08289154004
265	0.08276543697
266	0.08258068035
267	0.08242396128
268	0.08239595452
269	0.08236596039
270	0.08220224702
271	0.08196354151
272	0.08192246332
273	0.081886464
274	0.08183942223
275	0.08169160787
276	0.08158895985
277	0.08142113004
278	0.08130789056
279	0.08115804096
280	0.08094817827
281	0.08090624978
282	0.0808570732
283	0.08071330999
284	0.08057402203
285	0.08052566997
286	0.080350032
287	0.08024059644
288	0.08004444073
289	0.07991210483
290	0.07975231571
291	0.07960142501
292	0.07957915895
293	0.07944282015
294	0.07930441747
295	0.07916415041
296	0.07906364131
297	0.07885364359
298	0.07867013618
299	0.07863296291
300	0.07851677473
301	0.07839857524
302	0.07835957927
303	0.07833592409
304	0.07818068951
305	0.07814121936
306	0.07810826304
307	0.07809332976
308	0.07800288776
309	0.07786932445
310	0.07774686085
311	0.07754254693
312	0.07743783793
313	0.07723766066
314	0.07706219933
315	0.07701551121
316	0.07684377908
317	0.07669334048
318	0.07657361128
319	0.07635178106
320	0.07625192339
321	0.07607400553
322	0.07598708871
323	0.07585343982
324	0.07573684108
325	0.07557650387
326	0.0754639432
327	0.07529680664
328	0.0751350898
329	0.07501713733
330	0.07476827123
331	0.07466387578
332	0.07454275681
333	0.07446173961
334	0.07435468695
335	0.07433339077
336	0.07422794876
337	0.07403452455
338	0.07391849492
339	0.07377279801
340	0.07374356336
341	0.07369272618
342	0.07355457672
343	0.07340330186
344	0.07321852107
345	0.07309634318
346	0.07303325593
347	0.07292064249
348	0.07280497455
349	0.07267656542
350	0.07251699942
351	0.07237344286
352	0.0723277275
353	0.07224451223
354	0.07206767898
355	0.07203181611
356	0.07192690633
357	0.07189377741
358	0.07173984966
359	0.0715086931
360	0.07139019808
361	0.07122898641
362	0.07121258301
363	0.07108146186
364	0.07091706883
365	0.0708181243
366	0.0707305461
367	0.0705862396
368	0.07050312689
369	0.07046621094
370	0.07038398309
371	0.07026878692
372	0.07016571943
373	0.07005852594
374	0.06992774843
375	0.06987742386
376	0.06974207813
377	0.06963325224
378	0.06954711127
379	0.06952895466
380	0.06949331186
381	0.06936207433
382	0.06932763754
383	0.06915536354
384	0.06908332047
385	0.06897949794
386	0.06894748662
387	0.06887939451
388	0.06876032744
389	0.06872428801
390	0.06867636095
391	0.06865486265
392	0.06853003082
393	0.068495769
394	0.06848098151
395	0.06838506303
396	0.06837081314
397	0.06835763734
398	0.06821588294
399	0.06810859621
400	0.06799533361
401	0.06790743587
402	0.06789556358
403	0.06788144036
404	0.06783127012
405	0.06781965329
406	0.06772080196
407	0.0677045985
408	0.0675512345
409	0.06743089175
410	0.06735570459
411	0.06725465866
412	0.06713799815
413	0.06700522303
414	0.06683150778
415	0.06673441453
416	0.06661703853
417	0.06644202853
418	0.06632431575
419	0.06631059508
420	0.0661488478
421	0.06613860683
422	0.06605366318
423	0.06594923108
424	0.06581587139
425	0.06578111887
426	0.06566219264
427	0.06558909856
428	0.06550963571
429	0.06538621693
430	0.06531666096
431	0.06524836703
432	0.06518588414
433	0.06509418371
434	0.0650232712
435	0.06493678292
436	0.0649218876
437	0.0649107476
438	0.06476304295
439	0.0646474423
440	0.06463446108
441	0.06446808316
442	0.06438260524
443	0.06428820886
444	0.06414621974
445	0.06405413394
446	0.06400882281
447	0.06392188125
448	0.06380418202
449	0.06373353692
450	0.06370355287
451	0.06360882046
452	0.06353843761
453	0.06340298625
454	0.06339207928
455	0.06338300111
456	0.06331342146
457	0.06323154418
458	0.06312917128
459	0.06311371419
460	0.06302385651
461	0.06293946736
462	0.06281867827
463	0.06277388767
464	0.06262078166
465	0.06252330435
466	0.0624668861
467	0.06244992465
468	0.06235603174
469	0.06227158403
470	0.06216015067
471	0.06204717111
472	0.06195343593
473	0.06191963223
474	0.06182382953
475	0.06172072248
476	0.06162309101
477	0.06149688046
478	0.06139770646
479	0.0613131588
480	0.0612992535
481	0.06122040106
482	0.06113223798
483	0.06104661993
484	0.06096707699
485	0.06089180543
486	0.06078848839
487	0.06065900404
488	0.06054986985
489	0.06047451641
490	0.0603891231
491	0.0603028204
492	0.06029312961
493	0.0601999709
494	0.06011802191
495	0.06003867223
496	0.0599823968
497	0.0598769343
498	0.05976929809
499	0.05970877636
500	0.05961903083
501	0.05960966513
502	0.0595138638
503	0.05947383087
504	0.05936212091
505	0.05935205593
506	0.0592766432
507	0.05918459757
508	0.05904360633
509	0.05895669996
510	0.05894581348
511	0.05886960725
512	0.0587890894
513	0.05871782897
514	0.05862965524
515	0.05854531844
516	0.05845181023
517	0.05835854903
518	0.05827795268
519	0.0582649115
520	0.0582096908
521	0.05810622848
522	0.05797548995
523	0.05784268372
524	0.057751515
525	0.05772973086
526	0.05767030266
527	0.05765607179
528	0.05756509567
529	0.05754987511
530	0.05745199053
531	0.05735504426
532	0.05728165898
533	0.05720883429
534	0.05717783984
535	0.0571154387
536	0.05705610463
537	0.0570012494
538	0.05692020953
539	0.0568803733
540	0.05680873492
541	0.0567954355
542	0.05673510086
543	0.05669134952
544	0.05657774856
545	0.05645867158
546	0.05634621412
547	0.0563187125
548	0.05624051185
549	0.05616702219
550	0.05605722841
551	0.05596054719
552	0.05594963191
553	0.05586559945
554	0.05580406908
555	0.05572410323
556	0.05562617336
557	0.05561786331
558	0.05555796337
559	0.05554749172
560	0.05541940283
561	0.05533297644
562	0.05532457795
563	0.05523631655
564	0.05522686655
565	0.05520471636
566	0.05515438587
567	0.05514045268
568	0.05509412438
569	0.05500573612
570	0.05499710086
571	0.05497052806
572	0.05495849574
573	0.05494873371
574	0.05489628274
575	0.05480031008
576	0.05472915388
577	0.0546723834
578	0.05459979224
579	0.05452657405
580	0.05446024211
581	0.05436490281
582	0.05431381354
583	0.05428418887
584	0.05421449578
585	0.05412275459
586	0.05404737037
587	0.05403834125
588	0.05397084149
589	0.05387873985
590	0.0537973632
591	0.05369326351
592	0.0536275064
593	0.05358375365
594	0.05352448876
595	0.05351446093
596	0.05350880069
597	0.05350093195
598	0.05339096602
599	0.05335887168
600	0.05330102642
601	0.05326438624
602	0.05314539666
603	0.05306773634
604	0.05294280541
605	0.05292570786
606	0.05286800371
607	0.0528115705
608	0.05273946933
609	0.05268424106
610	0.05266483395
611	0.05265631559
612	0.05265076141
613	0.05256622642
614	0.05248679367
615	0.05247679053
616	0.05245811441
617	0.05241713944
618	0.05234920903
619	0.05232513084
620	0.05220081058
621	0.05217753497
622	0.05212640523
623	0.05206287588
624	0.05197395926
625	0.05190856914
626	0.05184772021
627	0.05179477609
628	0.05178890922
629	0.05173703194
630	0.05165771051
631	0.05160739335
632	0.05151675654
633	0.05150873867
634	0.05149729063
635	0.05138150133
636	0.05133180944
637	0.05121754755
638	0.05121277423
639	0.05115253363
640	0.05108111418
641	0.05107071279
642	0.05099249181
643	0.05087263172
644	0.05076446208
645	0.05072752019
646	0.05062479558
647	0.05057106735
648	0.05048660731
649	0.05045750956
650	0.05038629163
651	0.0503121165
652	0.0502623086
653	0.05016808636
654	0.05010696589
655	0.05010207595
656	0.05003705541
657	0.04997982578
658	0.04992448385
659	0.04982520099
660	0.04975646691
661	0.04970812864
662	0.04960864256
663	0.04954165582
664	0.04943557742
665	0.04936193197
666	0.04930351813
667	0.04921881475
668	0.04921074236
669	0.04915503934
670	0.04908106842
671	0.04897653167
672	0.04890090827
673	0.04886800923
674	0.04882975487
675	0.04872040191
676	0.0486461073
677	0.04854678863
678	0.0485401181
679	0.04842491362
680	0.04838497235
681	0.04830670602
682	0.04826425569
683	0.04816374696
684	0.04805383757
685	0.04792149786
686	0.04784556787
687	0.04780374689
688	0.04772286638
689	0.04771817202
690	0.0476659581
691	0.04763184949
692	0.04751926041
693	0.04743787763
694	0.04738107957
695	0.04730649307
696	0.04724788312
697	0.04724171367
698	0.04719650819
699	0.04714252264
700	0.04709147302
701	0.04703962865
702	0.04699955211
703	0.04691814262
704	0.04688194187
705	0.04681190672
706	0.0468077629
707	0.04672058079
708	0.04668944022
709	0.04661899185
710	0.04655943077
711	0.04649477015
712	0.04649100895
713	0.04639965071
714	0.04634311049
715	0.04631225633
716	0.04624698725
717	0.04618259401
718	0.04614150935
719	0.04608310472
720	0.0460202562
721	0.04601614253
722	0.04597423303
723	0.04588344913
724	0.04578992511
725	0.04573986938
726	0.04568892893
727	0.0456415062
728	0.04557157709
729	0.0455046564
730	0.04544874224
731	0.04539016158
732	0.04537326399
733	0.04536986639
734	0.04527069587
735	0.0452657953
736	0.04524951329
737	0.04521575996
738	0.04513950452
739	0.04509907235
740	0.04509560488
741	0.04509035225
742	0.04500088287
743	0.0449564447
744	0.04486080069
745	0.04480518473
746	0.04476136435
747	0.04468082084
748	0.04461197837
749	0.04455753981
750	0.04447627267
751	0.04443125519
752	0.04438093461
753	0.04431908349
754	0.0442152011
755	0.0441496871
756	0.04410013741
757	0.0440592012
758	0.04396811191
759	0.04386834408
760	0.0438652548
761	0.04378741756
762	0.04371304203
763	0.04365470353
764	0.04359302803
765	0.04354048483
766	0.04347825565
767	0.04344674275
768	0.04336366268
769	0.04328745449
770	0.04320441006
771	0.04313249423
772	0.04307299411
773	0.04299289456
774	0.04294456642
775	0.04289500698
776	0.04285005298
777	0.04282306571
778	0.04274526216
779	0.0427116945
780	0.04268606081
781	0.04266104628
782	0.04258568328
783	0.04254126744
784	0.04248554968
785	0.04246346829
786	0.04241172832
787	0.04234970726
788	0.0422940323
789	0.04224768528
790	0.04220454153
791	0.04215491887
792	0.04210226885
793	0.04204190422
794	0.04199338979
795	0.04192077894
796	0.04186899443
797	0.04180749296
798	0.04174769539
799	0.04169485645
800	0.0416623984
801	0.04161716562
802	0.0416013611
803	0.04156202765
804	0.04150930113
805	0.04149195598
806	0.04144560168
807	0.04138097514
808	0.04133276226
809	0.04126379128
810	0.04121789887
811	0.04116891497
812	0.04115820147
813	0.04109908535
814	0.04103443814
815	0.04098264106
816	0.040938867
817	0.04087266961
818	0.04078664571
819	0.04076547461
820	0.04071571428
821	0.04068187485
822	0.04064297583
823	0.04058560047
824	0.04056158142
825	0.04052413628
826	0.04049654765
827	0.04042256065
828	0.04038009321
829	0.04030693052
830	0.0402675821
831	0.04023172092
832	0.04015075779
833	0.04011876947
834	0.04011218532
835	0.04010901332
836	0.04004790354
837	0.03998506275
838	0.03998173262
839	0.03992571379
840	0.03987071743
841	0.03980995796
842	0.03975754566
843	0.03975289057
844	0.03971389463
845	0.03968842219
846	0.03961249432
847	0.03955399841
848	0.03949799941
849	0.03949495296
850	0.03942714508
851	0.0394018123
852	0.03932047488
853	0.03927230444
854	0.03922368434
855	0.03919779435
856	0.03913424326
857	0.03908790238
858	0.03903451664
859	0.03899640467
860	0.03894755144
861	0.03889496738
862	0.03883809188
863	0.03883539267
864	0.03879537082
865	0.03872590701
866	0.03868553484
867	0.03863982122
868	0.03863669044
869	0.03859354772
870	0.03851132793
871	0.03846867781
872	0.03844850967
873	0.0383945608
874	0.03834436189
875	0.03834179174
876	0.03829303078
877	0.03825875909
878	0.03821205899
879	0.03816226336
880	0.03811738362
881	0.03809570405
882	0.03807443762
883	0.03807149718
884	0.03806646689
885	0.03803316249
886	0.03799392143
887	0.03793883484
888	0.03789062102
889	0.03783205785
890	0.03780615165
891	0.03774788503
892	0.03771623449
893	0.0377137214
894	0.03768719229
895	0.03766600239
896	0.03766354468
897	0.03766058447
898	0.03761567262
899	0.03753353731
900	0.03749302155
901	0.03742161596
902	0.03734388695
903	0.03728626286
904	0.03723365145
905	0.03720472263
906	0.03720170505
907	0.03715619691
908	0.03711275206
909	0.03705505551
910	0.0369909723
911	0.03694719861
912	0.03691692708
913	0.03691464377
914	0.03686568418
915	0.03680930344
916	0.03676476832
917	0.03674373603
918	0.03671006339
919	0.03666046522
920	0.03662386396
921	0.03659843319
922	0.03656963705
923	0.03651962204
924	0.03648147832
925	0.03644536529
926	0.03641782795
927	0.03636199155
928	0.03631629584
929	0.03628557279
930	0.03625589656
931	0.0362064017
932	0.03617728535
933	0.03615196779
934	0.03611867726
935	0.03609471703
936	0.03605963734
937	0.03600123419
938	0.03595005424
939	0.03590850946
940	0.03584234441
941	0.0358201779
942	0.03577499467
943	0.03573343389
944	0.03569418684
945	0.03567960063
946	0.03562381403
947	0.03556707263
948	0.03552329479
949	0.0354628874
950	0.03540777155
951	0.03534733833
952	0.03532617376
953	0.03528488381
954	0.03528164201
955	0.03525052334
956	0.03520458012
957	0.03518184677
958	0.03515053467
959	0.03510562495
960	0.03507868354
961	0.03501977715
962	0.03499563338
963	0.03496801211
964	0.03493793586
965	0.03490120668
966	0.03484322126
967	0.03479118408
968	0.03475334284
969	0.03473487478
970	0.03467751249
971	0.03467519418
972	0.03464540176
973	0.03462106541
974	0.03458743309
975	0.03454507354
976	0.03449751266
977	0.03447146753
978	0.03445980547
979	0.03443446564
980	0.0343802115
981	0.03436099855
982	0.03434081498
983	0.0343235901
984	0.03430635893
985	0.03428906364
986	0.03424975274
987	0.03422066319
988	0.03416088808
989	0.03410176561
990	0.0340585285
991	0.0340053696
992	0.03397735863
993	0.03392094233
994	0.03387267523
995	0.03385462181
996	0.03382019932
997	0.03378819634
998	0.03375543396
999	0.03373845123

999	0.03169608695
